"Open Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths(FTHQ)","SqFt","LP $/SqFt","LP","SP","HOD","Lot Sz","YB","DOM","# of Units","Change Date"
"","2","TR21107898MR","1543","INC","S","652  W California ST ","ONTARIO","","2.00 (0 0 0 0)","1,572","$418.58","$658,000","$664,200","","6,344","1950","18","2","06/30/2021"
"","22","TR21135954MR","469","INC","S","1155   Wisconsin PL ","POMONA","","2.00 (0 0 0 0)","1,312","$381.02","$499,900","$495,000","","7,322","1926","42","2","08/31/2021"
"","15","TR21151777MR","469","INC","S","963  W 3rd ST ","POMONA","","4.00 (0 0 0 0)","2,248","$319.40","$718,000","$725,000","$0.00","7,367","1947","9","3","11/08/2021"
"","25","TR21156741MR","1543","INC","S","5101   Merle ST ","ONTARIO","","2.00 (0 0 0 0)","1,800","$366.11","$659,000","$685,000","$0.00","8,960","1963","16","2","09/06/2021"
"","24","TR21157097MR","469","INC","S","645  N Towne AVE ","POMONA","","2.00 (0 0 0 0)","1,896","$277.32","$525,800","$550,000","$0.00","10,620","1905","11","3","09/24/2021"
"","25","TR21168505MR","1543","INC","S","233  N Campus AVE #2","ONTARIO","","2.00 (0 0 0 0)","2","$292,500","$585,000","$550,000","$0.00","7,056","1925","52","2","12/17/2021"
"","13","TR21189245MR","1455","INC","S","4790   Bandera ST ","MONTCLAIR","","8.00 (0 0 0 0)","4,240","$243.40","$1,032,000","$1,025,000","","12,285","1964","13","4","10/24/2021"
"","10","TR21231077MR","1543","INC","S","1415  W Stoneridge CT ","ONTARIO","","18.00 (0 0 0 0)","9,154","$322.26","$2,950,000","$2,950,000","$5,431.00","21,500","1989","9","11","11/30/2021"
"","1","TR21232655MR","1543","INC","S","550 javascri E Nocta ST ","ONTARIO",""," (0 0 0 0)","926","$561.56","$520,000","$520,000","$0.00","6,440","1910","0","2","11/23/2021"
"","50","TR21249726MR","469","INC","S","807  N Gibbs ST ","POMONA","","4.00 (0 0 0 0)","2,801","$321.28","$899,900","$910,000","$0.00","7,562","1908","84","2","03/31/2022"
"","25","TR21252355MR","469","INC","S","1412  S White AVE ","POMONA","6","3.00 (3 0 0 0)","2,400","$322.92","$775,000","$960,000","$0.00","10,151","1960","6","","01/14/2022"
"","1","TR21254430MR","1543","INC","S","529   Sierra CT ","ONTARIO","","2.00 (0 0 0 0)","2,330","$343.35","$800,000","$800,000","$0.00","6,553","1925","0","3","02/02/2022"
"","28","TR21259349MR","469","INC","S","1412  S White AVE ","POMONA","6","3.00 (0 0 0 0)","2,400","$322.92","$775,000","$960,000","$0.00","10,151","1960","6","3","01/19/2022"
"","6","TR22018533MR","469","INC","S","303  W Artesia ST ","POMONA","","2.00 (0 0 0 0)","1,754","$387.12","$679,000","$710,000","$0.00","6,991","1949","5","2","04/08/2022"
"","7","TR22024958MR","1455","INC","S","10371   Lehigh AVE ","MONTCLAIR","","6.00 (0 0 0 0)","4,992","$285.86","$1,427,000","$1,427,000","","7,223","1962","8","5","05/13/2022"
"","10","TR22025027MR","1455","INC","S","5152   San Bernardino ST ","MONTCLAIR","12","6.00 (0 0 0 0)","4,180","$370.10","$1,547,000","$1,577,000","","8,142","1959","42","6","08/12/2022"
"","9","TR22033312MR","469","INC","S","370  N Palomares ST ","POMONA","4","2.00 (0 0 0 0)","1,569","$349.27","$548,000","$548,000","$0.00","6,026","1904","39","2","07/14/2022"
"","10","TR22067919MR","1543","INC","S","1209  W 4th ST ","ONTARIO","","8.00 (0 0 0 0)","3,552","$363.18","$1,290,000","$1,290,000","","7,200","1962","13","4","05/23/2022"
"","1","TR22126114MR","1543","INC","S","1438  E Elma CT ","ONTARIO","10","6.00 (0 0 0 0)","1","$1,130,000","$1,130,000","$1,280,000","$0.00","11,970","1985","6","4","07/13/2022"
"","52","TR22233303MR","1543","INC","S","1120   Bahia CT ","ONTARIO","7","4.00 (0 0 0 0)","3,240","$308.63","$999,950","$910,000","$0.00","8,235","1979","49","3","02/09/2023"
"","10","TR22238476MR","469","INC","S","435  E 11th ST ","POMONA","4","2.00 (0 0 0 0)","1,500","$386.67","$580,000","$580,000","","7,800","1901","173","2","06/14/2023"
"","14","TR23016796MR","1543","INC","S","3240   triumph LN #1","ONTARIO","10","4.00 (0 0 0 0)","4,149","$331.41","$1,375,000","$1,300,000","$43.00","10,560","1985","13","4","03/16/2023"
"","2","TR23041423MR","1543","INC","S","738  W Carlton ST ","ONTARIO","7","4.00 (0 0 0 0)","2,184","$448.72","$980,000","$960,000","$0.00","13,100","1925","13","2","04/28/2023"
"","18","TR23041783MR","469","INC","S","580  E 12th ST ","POMONA","8","6.00 (0 0 0 0)","3,250","$286.15","$930,000","$930,000","$0.00","9,040","2015","3","2","05/07/2023"
"","8","TR23064238MR","469","INC","S","998  S Eleanor ST ","POMONA","6","4.00 (0 0 0 0)","2,600","$365.38","$950,000","$950,000","$0.00","10,110","1890","10","2","06/01/2023"
"","9","TR23066117MR","469","INC","S","2459   Angela ST ","POMONA","8","5.00 (0 0 0 0)","3,818","$254.06","$970,000","$900,000","$0.00","7,558","1963","54","4","08/23/2023"
"","32","TR23066645MR","1455","INC","S","10352   Marion ST ","MONTCLAIR","4","2.00 (0 0 0 0)","1,918","$378.00","$724,999","$700,000","$0.00","8,050","1960","29","2","07/14/2023"
"","1","TR23133544MR","469","INC","S","2325   Angela ST ","POMONA","3","2.00 (0 0 0 0)","1","$1,250,000","$1,250,000","$1,338,750","","7,157","1965","0","4","07/24/2023"
"","7","TR23142013MR","1795","INC","S","151   Linda WAY ","UPLAND","8","7.00 (0 0 0 0)","3,732","$310.83","$1,160,000","$1,080,000","$0.00","8,820","1971","73","4","11/15/2023"
"","56","TR24031965MR","469","INC","S","1021  S Towne AVE ","POMONA","5","2.00 (0 0 0 0)","1,907","$413.21","$788,000","$835,000","$0.00","7,932","1939","2","2","03/26/2024"
"","44","WS20236533MR","469","INC","S","1108  S Garey AVE ","POMONA","","6.00 (0 0 0 0)","6,204","$193.42","$1,200,000","$1,175,000","","22,528","1947","130","4","08/09/2021"
"","4","WS21060492MR","1627","INC","S","7451   Napa CT ","RANCHO CUCAMONGA","","7.00 (0 0 0 0)","3,746","$311.80","$1,168,000","$1,042,750","$528.00","9,435","1976","21","4","08/02/2021"
"","39","WS21093265MR","469","INC","S","2270  N Orange Grove AVE ","POMONA","","5.00 (0 0 0 0)","2,760","$326.09","$900,000","$870,000","","14,550","1955","4","2","07/20/2021"
"","1","WS21109481MR","469","INC","S","1444  S Gibbs ST ","POMONA","","3.00 (0 0 0 0)","1,302","$428.57","$558,000","$543,000","$0.00","10,124","1947","45","3","08/19/2021"
"","25","WS21136666MR","1455","INC","S","10360   Amherst AVE ","MONTCLAIR","","5.00 (0 0 0 0)","3,994","$312.97","$1,250,000","$1,150,000","$0.00","7,232","1963","27","4","08/20/2021"
"","70","WS21170669MR","469","INC","S","812  W 2nd ST ","POMONA","","3.00 (0 0 0 0)","1,696","$306.54","$519,900","$519,900","$0.00","7,732","1903","14","2","09/24/2021"
"","12","WS21200500MR","1795","INC","S","980  W Pine ST ","UPLAND","","7.00 (0 0 0 0)","4,028","$310.33","$1,250,000","$1,260,000","$0.00","7,800","1966","12","4","10/25/2021"
"","6","WS21210253MR","1543","INC","S","1701  E Fairfield CT ","ONTARIO","","8.00 (0 0 0 0)","4,269","$312.72","$1,335,000","$1,235,000","$0.00","14,177","1980","96","4","02/24/2022"
"","54","WS21259398MR","469","INC","S","2270  N Orange Grove AVE ","POMONA","","5.00 (0 0 0 0)","2,762","$398.26","$1,100,000","$1,250,000","","14,550","1955","19","2","03/16/2022"
"","2","WS22005598MR","469","INC","S","1439  S Palomares ST ","POMONA","","4.00 (0 0 0 0)","11,550","$71.00","$820,000","$800,000","","19,665","1948","31","6","03/18/2022"
"","14","WS22140149MR","1543","INC","S","1038  N Sacramento AVE ","ONTARIO","8","12.00 (0 0 0 0)","4,800","$229.17","$1,100,000","$1,050,000","$0.00","7,579","1964","23","4","04/20/2023"
"","14","WS22141027MR","1543","INC","S","1044  N Sacramento AVE ","ONTARIO","8","12.00 (0 0 0 0)","4,800","$229.17","$1,100,000","$1,050,000","$0.00","7,475","1964","23","4","04/20/2023"
"","7","WS22213071MR","1543","INC","S","413  N Cucamonga AVE ","ONTARIO","5","3.00 (0 0 0 0)","2,208","$271.74","$600,000","$700,000","$0.00","8,460","1925","67","3","03/15/2023"
"","13","WS22214328MR","1543","INC","S","1061  E D ST ","ONTARIO","7","6.00 (0 0 0 0)","3,963","$373.45","$1,480,000","$1,300,000","$0.00","25,098","1928","63","5","03/15/2023"
"","1","WS22239000MR","1795","INC","S","889  N Laurel AVE ","UPLAND","6","5.00 (0 0 0 0)","13,471","$273.18","$3,680,000","$3,680,000","","22,443","1962","2","18","12/09/2022"
"","1","WS23026014MR","1543","INC","S","949  N Vine AVE ","ONTARIO","3","3.00 (0 0 0 0)","28,988","$196.63","$5,700,000","$5,700,000","","44,431","1965","0","30","02/23/2023"
"","1","WS23026055MR","1543","INC","S","521  N Grove AVE ","ONTARIO","5","3.00 (0 0 0 0)","19,144","$242.90","$4,650,000","$4,650,000","","40,765","1981","0","16","02/21/2023"
"","10","WS23077129MR","1795","INC","S","828   Matthys WAY ","UPLAND","4","3.00 (0 0 0 0)","2,180","$332.57","$725,000","$720,000","$126.00","2,302","2015","15","1","08/03/2023"
"","16","WS23091553MR","469","INC","S","2460   Angela ST ","POMONA","8","5.00 (0 0 0 0)","3,818","$251.44","$960,000","$940,000","","7,176","1963","95","4","09/22/2023"
"","38","WS23111974MR","1543","INC","S","839  N Vineyard AVE ","ONTARIO","9","5.00 (0 0 0 0)","3,832","$362.47","$1,389,000","$1,378,000","","25,500","1963","21","4","08/15/2023"
"","8","WS23148605MR","1543","INC","S","1156  W Stoneridge CT ","ONTARIO","4","4.00 (0 0 0 0)","2,432","$365.95","$890,000","$790,000","","5,220","1960","133","4","02/01/2024"
"","19","WS23157390MR","1543","INC","S","1150  W Stoneridge CT ","ONTARIO","9","5.00 (0 0 0 0)","2,503","$355.57","$890,000","$790,000","","10,620","1955","127","3","02/01/2024"
"","33","WS23169307MR","469","INC","S","556  N East End AVE ","POMONA","4","2.00 (2 0 0 0)","1,864","$370.17","$690,000","$675,000","$0.00","7,771","1940","55","","12/15/2023"
"","35","WS23197701MR","469","INC","S","2390   Chanslor ST ","POMONA","8","5.00 (0 0 0 0)","3,916","$280.90","$1,100,000","$1,085,000","$0.00","7,173","1964","14","4","12/29/2023"
"","26","WS23224030MR","469","INC","S","625  E Phillips BLVD ","POMONA","16","12.00 (0 0 0 0)","7,548","$394.81","$2,980,000","$2,950,000","$0.00","21,012","2018","75","4","04/23/2024"
